0.61,0.07,-0.55516
0.65,0.23,-0.53526
0.46,0,0.23289
0.61,0.71,0.059438
0.33,0.7,1.6299
0.41,0.79,1.4492
0.99,0.38,0.31163
0.32,0.57,1.6168
0.79,0.53,-0.50381
0.85,0.68,-0.1522
0.54,0.49,0.21281
0.2,0.07,0.99655
0.48,0.9,0.98228
0.73,0.81,-0.11697
0.29,0.88,1.7426
0.91,0.74,0.077182
0.33,0.67,1.645
0.07,0.94,1.3532
0.99,0.92,0.88603
0.06,0.93,1.3972
0.52,0,-0.046564
0.13,0.29,0.94667
0.75,0.66,-0.30684
0.96,0.94,0.62709
0.28,0.08,0.99845
0.75,0.84,-0.27361
1,0.02,0.05665
0.5,0.58,0.5836
0.36,0.24,0.90225
0.55,0.96,0.64991
0.73,0.32,-0.73404
0.49,0.02,0.04309
0.54,0.09,-0.13725
0.24,0.73,1.7169
0.55,0.53,0.19273
0.83,0.05,-0.85596
0.24,0.54,1.5996
0.49,0.66,0.76594
0.64,0.77,-0.11975
0.51,1,0.96234
0.77,0.44,-0.55797
0.56,0.32,-0.098199
0.77,0.75,-0.33436
0.36,0.35,1.0969
0.79,0.93,-0.094797
0.59,0.54,-0.020003
0.37,0.93,1.5992
0.11,0.67,1.3428
0.94,0.3,-0.089534
0.55,0.01,-0.32025
0.22,0.93,1.9261
0.72,1,0.04065
0.55,0.18,-0.09906
0.32,0.71,1.6062
0.78,0.89,-0.055433
0.64,0.36,-0.43055
0.34,0.9,1.7278
0.27,0.65,1.6088
0.94,0.34,0.0044903
0.18,0.24,1.2424
0.27,0.42,1.4121
0.4,0.83,1.397
0.78,0.46,-0.4773
0.95,0.16,-0.20742
0.79,0.01,-0.8792
0.46,0.43,0.6154
0.86,0.07,-0.74295
0.32,0.31,1.2652
0.01,0.6,0.71236
0.92,0.6,0.067732
0.5,0.04,0.026071
0.11,0.73,1.3168
0.63,0.55,-0.18137
0.41,0.98,1.4583
0.95,0.6,0.30509
0.94,0.75,0.37191
0.93,0.88,0.36377
0.2,0.41,1.2715
0.75,0.06,-0.98218
0.16,0.3,1.1281
0.65,0.9,0.08264
0.33,0.06,0.96372
0.59,0.15,-0.3864
0.2,0.13,1.0729
0.03,0.48,0.7717
0.5,0.95,0.96522
0.29,0.38,1.4036
0.17,0.28,1.0485
0.21,0.07,0.98074
0.28,0.05,1.108
0.73,0.93,0.071358
0.73,0.89,-0.051444
0.84,0.23,-0.62542
0.74,0.69,-0.32492
0.07,0.41,0.87527
0.14,0.12,1.0097
0.39,0.54,1.2186
0.94,0.72,0.3985
0.94,0.84,0.48875
0.05,0.83,1.1086
0.66,0.78,-0.050077
0.47,0.91,1.1205
0.78,0.16,-0.85114
0.86,0.6,-0.14934
0.26,0.4,1.3119
0.46,0.91,1.2389
0.22,0.49,1.4867
0.85,0.79,-0.0044428
0.86,0.92,0.20764
0.22,0.67,1.6534
0.22,0,0.97449
0.57,0.67,0.24756
0.46,0.57,0.84343
0.75,0.07,-0.89275
0.29,0.89,1.8411
0.63,0.94,0.34727
0.97,0.92,0.60108
1,0.89,0.85575
0.76,0.82,-0.27673
0.81,0.4,-0.6535
0.98,0.28,0.17206
0.84,0.84,0.036687
0.5,0.86,0.83519
0.15,0.63,1.4563
0.88,0.62,-0.10273
0.59,0.02,-0.57212
0.03,0.83,0.93384
0.31,1,1.9167
0.9,0.57,-0.042028
0.17,0.48,1.306
0.74,0.87,-0.088325
0.75,0.16,-0.83211
0.02,0.21,0.27365
0.38,0.49,1.1157
0.98,0.08,-0.033347
0.72,0.49,-0.31042
0.65,0.85,0.038659
0.12,0.2,0.92248
0.34,0.39,1.2668
0.79,0.84,-0.17598
0.69,0.25,-0.58952
0.23,0.27,1.1891
0.98,0.51,0.44759
0.27,0.71,1.7244
0.7,0.12,-0.82813
0.99,0.44,0.34128
0.62,0.89,0.20518
0.41,1,1.4393
0.58,0.39,-0.14258
0.06,0.96,1.2834
0.47,0.21,0.48736
0.29,0.32,1.3071
0.78,0.21,-0.78769
0.19,0.98,1.8977
0.06,0.45,0.85002
0.95,0.23,-0.10094
0.73,0.7,-0.30813
0.54,0.81,0.40811
0.19,0.61,1.4957
0.21,0.14,1.0364
0.81,0.85,-0.064119
0.71,1,0.011468
0.87,0.89,0.22567
0.25,0.51,1.4554
0.23,0.64,1.6435
0.58,0.78,0.37383
0.97,0.48,0.26622
0.24,0.55,1.543
0.08,0.05,0.54306
0.45,0.2,0.58782
0.61,0.77,0.2116
0.81,0.8,-0.11813
0.97,0.67,0.47098
0.41,0.68,1.1614
0.61,0.45,-0.22582
0.87,0.72,-0.11254
0.93,0.72,0.38415
0.34,0.65,1.5342
0.49,0.03,0.12488
0.23,0.6,1.6067
0.82,0.63,-0.29836
0.68,0.07,-0.86289
0.8,0.24,-0.74661
0.66,0.58,-0.25515
0.98,0.86,0.63048
0.24,0.27,1.3342
0.68,0.83,-0.077538
0.04,0.02,0.27322
0.19,0.81,1.6999
0.02,0.81,0.81835
0.74,0.25,-0.79172
0.29,0.93,1.8602
0.38,0.07,0.76868
0.25,0.26,1.1633
0.02,0.62,0.77812
0.48,0.53,0.62525
0.6,0.98,0.39787
0.4,0.03,0.72893
0.21,0.87,1.7874
0.22,0.61,1.6316
0.96,0.14,-0.13379
0.19,0.49,1.3891
0.27,0.51,1.5727
0.16,0.97,1.7589
0.77,0.9,-0.12353
0.88,0.58,-0.078497
0.47,0.86,0.99727
0.24,0.97,2.0128
0.93,0.7,0.2896
0.75,0.31,-0.55018
0.41,0.47,0.99043
1,0.79,0.77166
0.58,0.56,0.08739
0.36,0.03,0.8002
0.44,0.4,0.74836
0.74,0.33,-0.68347
0.49,0.39,0.52321
0.88,0.49,-0.12221
0.79,0.05,-0.9453
1,0.96,0.83318
0.6,0.47,-0.14499
0.71,0,-0.97191
0.11,0.7,1.2851
0.54,0.44,0.24239
0,0.32,0.27988
0.2,0.73,1.6503
0.27,0.85,1.895
0.69,0.02,-0.95108
0.67,0.45,-0.398
0.86,0,-0.79088
0.74,0.6,-0.43427
0.51,0.8,0.75463
0.64,0.89,0.13294
0.01,0.18,0.20489
0.63,0.16,-0.66491
0.67,0.58,-0.28096
0.36,0.62,1.3987
0.4,0.73,1.2792
0.59,0.4,-0.12866
0.5,0.1,0.046306
0.92,0.48,0.041151
0.17,0.58,1.445
0.66,0.3,-0.6111
0.79,0.76,-0.19296
0.62,0.04,-0.71367
0.48,0.75,0.87885
0.35,0.81,1.5685
0.73,0.85,-0.070475
0.35,0.72,1.6068
0.68,0.01,-0.92043
0.01,0.78,0.84145
0.58,0.68,0.12292
0.61,0.35,-0.26635
0.75,0.85,-0.24779
0.87,0.74,0.064003
0.77,0.13,-0.92792
0.58,0.35,-0.20689
0.56,0.86,0.49932
0.96,0.05,-0.20077
0.81,0.67,-0.22133
0.42,0.78,1.1911
0.02,0.76,0.86251
0.02,0.68,0.724
0,0.66,0.63535
0.96,0.07,-0.25154
0.69,0.5,-0.35638
0.56,0.62,0.30546
0.28,0.91,1.8795
0.37,0.7,1.4154
0.19,0.06,0.99081
0.28,0.82,1.7213
0.74,0.46,-0.62474
0.86,0.94,0.11758
0.82,0.64,-0.30796
0.6,0.54,-0.10774
0.53,0.48,0.26087
0.85,0.86,0.0020356
0.72,0.45,-0.5649
0.28,0.4,1.4018
0.73,0.06,-0.97325
0.77,0.01,-1.0094
0.37,0.47,1.3191
0.67,0.39,-0.52071
0.93,0.04,-0.46306
0.23,0.95,1.8717
0.45,0.04,0.29236
0.96,0.69,0.54011
0.17,0.3,1.121
0.86,0.18,-0.61922
0.25,0.19,1.1472
0.96,0.79,0.60962
0.94,0.07,-0.33678
0.96,0.48,0.20965
0.64,0.41,-0.38947
0.18,0.65,1.5009
0.58,0.87,0.27318
0.9,1,0.44532
0.96,0.39,0.19469
0.24,0.2,1.2446
0.33,0.53,1.3852
0.32,0.49,1.3673
0.75,0.47,-0.52875
0.83,0.27,-0.60376
0.91,0.23,-0.33331
0.92,0.56,0.15674
0.48,0.99,1.1512
0.11,0.24,0.80853
0.15,0.91,1.7121
0.37,0.71,1.4609
0.68,0.03,-0.81725
0.99,0.77,0.64438
0.41,0.82,1.3274
0.28,0.26,1.2248
0.56,0.4,0.1211
0.24,0.29,1.336
0.37,0.87,1.5727
0.04,0.4,0.6556
0.41,0.67,1.1462
0.5,0.14,0.18037
0.82,0.34,-0.52349
0.68,0.36,-0.51123
0.37,0.91,1.7271
0.25,0.54,1.6032
0.43,0.94,1.3699
0.96,0.63,0.3982
0.01,0.03,0.052367
0,0.92,0.81493
0.97,0.8,0.55013
0.1,0.81,1.3967
0.38,0.71,1.4345
0.26,0.68,1.6524
0.03,0.33,0.52342
0.99,0.23,0.15777
0.13,0.32,1.0422
0.58,0.5,0.19281
0.09,0.87,1.398
0.34,0.98,1.7569
0.19,0.35,1.2111
0.73,0.91,-0.032831
0.67,0.36,-0.44754
0.04,0.5,0.75295
0.59,0.39,-0.1004
0.26,0.37,1.4043
0.45,0.01,0.3393
0.26,0.52,1.4898
0.74,1,0.0028823
0.4,0.3,0.87673
0.4,0.9,1.5584
0.89,0.24,-0.38204
0.86,0.68,-0.080157
0.35,0.15,0.8813
0.24,0.76,1.7191
0.12,0.5,1.193
0.97,0.43,0.19767
0.6,0.75,0.17543
0.37,0.89,1.6324
0.92,0.52,0.10653
0.83,0.75,-0.15059
0.34,0.79,1.5709
0.95,0.81,0.54989
0.66,0.73,-0.25111
0.16,0.23,1.1458
0.63,0.19,-0.55378
0.72,0.06,-0.91981
0.17,0.46,1.3339
0.29,0.37,1.3138
0.82,0.98,0.16471
0.44,0.64,1.0306
0.98,0.3,0.19804
0.03,0.01,0.23907
0.79,0.72,-0.31227
0,0.73,0.73655
0.88,0.66,-0.023056
0.31,0.33,1.2439
0.6,0.11,-0.52894
0.13,0.42,1.0984
0.85,0.91,0.087512
0.16,0.01,0.76838
0.49,0.24,0.25681
0.33,0.24,1.1811
0.15,0.61,1.3903
0.56,0.12,-0.25623
0.9,0.61,0.038269
0.42,0.47,0.95667
0.14,0.85,1.6111
0,0.28,0.32632
0.49,0.08,0.16573
0.03,1,1.0892
0.19,0.66,1.5775
0.82,0.53,-0.40549
0.37,0.52,1.2745
0.42,0.88,1.3891
0.06,0.82,1.1734
0.91,0.89,0.4171
0.84,0.33,-0.46995
0.74,0.89,-0.076615
0.24,0.79,1.8369
0.12,0.05,0.7521
0.93,0.4,-0.031301
0.24,0.6,1.6442
0.24,0.93,1.893
0.73,0.08,-0.89364
0.78,0.3,-0.61439
0.27,0.92,1.9329
0.77,0.16,-0.85154
0.33,0.83,1.6391
0.94,0.14,-0.29541
0.53,0.98,0.85994
0.05,0.55,0.94862
0.66,0.07,-0.71396
0.26,0.84,1.8531
0.39,0.23,0.87958
0.3,0.3,1.188
0.75,0.65,-0.39574
0.09,0.39,0.96022
0.1,0.74,1.3875
0.96,0,-0.21914
0.82,0,-0.915
0.94,0.09,-0.2509
0.62,0.25,-0.49743
0.24,0.72,1.7363
0.9,0.27,-0.32543
0.51,0.59,0.48435
0.66,0.54,-0.30147
0.36,0.63,1.2952
0.83,0.89,0.034469
0.87,0.24,-0.47481
0.76,0.25,-0.77222
0.61,0.69,0.00407
0.43,0.27,0.63266
0.72,0.35,-0.59391
0.39,0.32,0.85558
0.15,0.46,1.3101
0.45,0.61,0.94755
0.15,0.37,1.1497
0.65,0.97,0.20971
0.84,0.19,-0.59092
0.26,0.48,1.342
0.71,0.53,-0.46107
0.07,0.21,0.52826
0.73,0.95,-0.091643
0.09,0.46,1.0912
0.21,0.22,1.1439
0.25,0.1,1.0799
0.87,0.84,0.12665
0.71,0.71,-0.28497
0.89,0.55,-0.085811
0.9,0.04,-0.47925
0.65,0.8,0.032242
0.12,0.62,1.3625
0.48,0.94,1.1194
0.28,0.85,1.868
0.46,0.77,1.0436
1,0.19,0.10238
0.69,0.32,-0.53485
0.12,0.36,1.0121
0.89,0.95,0.31326
0.62,0.97,0.22437
0.66,0.22,-0.58434
0.49,0.06,0.099184
0.48,0.35,0.53882
0.52,0.66,0.54321
0.21,0.6,1.5685
0.13,0.71,1.4786
0.64,0.8,0.010068
0.8,0.38,-0.53994
0.19,0.27,1.253
0.4,0.66,1.2314
0.27,0.74,1.7699
0.88,0.95,0.34964
0.71,0.01,-0.95925
0.08,0.28,0.63344
0.91,0.47,0.027233
0.44,0.37,0.78567
0.92,0.55,0.06434
0.68,0.37,-0.55365
0.91,0.41,-0.12221
0.64,0.16,-0.63817
0.05,0.08,0.39275
0.51,0.7,0.64295
0.53,0.26,0.11992
0.92,0.67,0.15991
0.88,0.69,0.038383
0.41,0.5,1.0026
0.27,0.4,1.279
0.11,0.19,0.82838
0.09,0.97,1.5241
0.65,0.75,0.025725
0.7,0.18,-0.63993
0.41,0.25,0.77542
0.27,0.2,1.2352
0.54,0.74,0.44951
0.72,0.5,-0.54459
0.86,0.83,0.055967
0.56,0.93,0.58682
0.5,0.78,0.75316
0.77,0.51,-0.52991
0.65,0.74,-0.026754
0.48,0.34,0.47337
0.59,0.51,-0.007024
0.66,0.04,-0.74958
0.55,0.06,-0.2514
0.91,0.17,-0.36787
0.72,0.74,-0.19538
0.3,0.48,1.3844
0.46,0.41,0.72271
0.46,0.87,1.1235
0.57,0.5,0.11044
0.4,0.86,1.3866
0.41,0.07,0.61992
0.65,0.5,-0.23011
0.41,0.48,1.0358
0.79,0.22,-0.70593
0.1,0.59,1.217
0.52,0.15,0.10019
0.02,0.58,0.61893
1,0.42,0.36792
0.39,0.28,0.91302
0.34,0.69,1.6089
0.33,0.02,0.88636
0.63,0.59,-0.2167
0.09,0.29,0.74496
0.47,0.02,0.31336
0.62,0.71,-0.047478
0.24,0.19,1.1591
0.91,0.59,0.037594
0.77,0.09,-0.91002
0.73,0.2,-0.78512
0.6,0.4,-0.16858
0.98,0.76,0.64519
0.55,0.76,0.5591
0.19,0.96,1.8675
0.28,0.31,1.3719
0.24,0.94,1.8874
0.36,0.45,1.1605
0.21,0.49,1.4893
0.01,0.9,0.8321
0.79,0.02,-1.0118
0.7,0.26,-0.75421
0,0.07,0.073571
0.48,0.55,0.75666
0.67,0.07,-0.84684
0.04,0.78,0.98097
0.91,0.98,0.40238
0.01,0.62,0.64091
0.08,0.97,1.3887
0.56,0.46,0.21772
0.23,0.65,1.505
0.05,0.01,0.25691
0.31,0.69,1.5247
0.31,0.87,1.8225
0.8,0.91,-0.0297
0,0.79,0.72244
0.55,0.03,-0.29648
0.8,0.88,-0.054089
0.33,0.17,1.0183
0.84,0.63,-0.23025
0.52,0.39,0.28213
0.16,0.9,1.7224
0.36,0.57,1.3442
0.96,0.26,0.084967
0,0.88,0.86624
0.13,0.84,1.4855
0.32,0.79,1.7631
0.06,0.85,1.172
0.47,0.43,0.62756
0.96,0.65,0.3598
0.96,0.96,0.71269
0.44,0.85,1.1609
0.79,0.9,-0.038574
0.07,0.47,0.88023
0,0.61,0.5625
0.35,0.93,1.7987
0.43,0.67,1.0627
0.83,0.83,-0.012178
0.11,0.31,0.95874
0.6,0.46,-0.15942
0.45,0.41,0.73396
0.09,0.61,1.0565
0.67,0.16,-0.7881
0.9,0.47,-0.24737
0.19,0.69,1.723
0.51,0.45,0.36522
0.05,0.87,1.234
0.56,0.21,-0.20831
0.94,0.9,0.44807
1,0.45,0.45804
0.43,0.54,0.94493
0.05,0.76,1.0316
0.35,0.96,1.7455
0.88,0.37,-0.23499
0.76,0.16,-0.81745
0.84,0.09,-0.72239
0.62,0.63,-0.095118
0.65,0.57,-0.21524
0.94,0.23,-0.075875
0.84,0.68,-0.21714
0.76,0.92,-0.12073
0.72,0.4,-0.60102
0.71,0.51,-0.45185
0.21,0.35,1.3794
0.13,0.37,1.0763
0.32,0.09,0.92551
0.12,0.29,0.96547
0.97,0.21,0.018098
0.09,0.38,0.83131
0.86,0.89,0.1792
0.04,0.18,0.4512
0.23,0.31,1.2728
0.71,0.91,-0.011317
0.46,0.12,0.39738
0.01,0.06,0.077245
0.42,0.75,1.344
0.18,0.54,1.4125
0.41,0.02,0.58098
0.43,0.49,0.93631
0.78,0.33,-0.76868
0.11,0.2,0.86636
0.94,0.74,0.38003
0.08,0.13,0.58432
0.13,0.63,1.348
0.08,0.63,1.1745
0.67,0.47,-0.42111
0.41,0.52,1.0689
0.07,0.55,0.96158
0.87,0.65,-0.077485
0.2,0.66,1.6232
0.95,0.98,0.64827
0.44,0.72,1.1063
0.82,0.93,-0.055281
0.7,0.5,-0.46429
0.47,0.82,0.9024
1,0.31,0.3116
0.48,0.73,0.80245
0.01,0.24,0.31354
0.01,0.61,0.65786
0.76,0.85,-0.063987
0.99,0.25,0.19598
0.55,0.21,-0.040918
0.04,0.36,0.47406
0.79,0.78,-0.14478
0.14,0.44,1.1991
0.34,0.08,0.87298
0.19,0.07,1.0349
0.51,0.28,0.20809
0.79,0.06,-1.0037
0.58,0.19,-0.38366
0.75,0.86,-0.25795
0.37,0.67,1.3339
0.24,0.48,1.345
0.15,0.44,1.2054
0.59,0.93,0.45181
0.92,0.39,-0.23218
0.65,0.54,-0.27768
0.81,0.17,-0.7909
0,0.18,0.24853
0.95,0.25,-0.043892
1,0.33,0.42719
0.79,0.34,-0.55445
0.48,0.48,0.58113
0.73,0.79,-0.17438
0.39,0.65,1.2824
0.38,0.23,0.94332
0.45,0.3,0.59004
0.65,0.19,-0.65868
0.76,0.26,-0.72047
0.45,0.65,1.0427
1,0.17,0.11435
0.86,0.79,0.045045
0.94,0.06,-0.29214
0.66,0.98,0.14996
0.29,0.72,1.7379
0.24,0.34,1.3401
0.98,0.16,0.042219
0.63,0.68,-0.030803
0.85,0.01,-0.73565
0.12,0.57,1.189
0.29,0.82,1.7213
0.24,0.47,1.467
0.84,0.55,-0.34342
0.9,0.39,-0.191
0.21,0.65,1.6656
0.52,0.46,0.38598
0.14,0.41,1.1687
0.27,0.53,1.5543
0.34,0.51,1.3309
0.12,0.6,1.2736
1,1,0.95712
0.03,0.84,0.97745
0.06,0.6,0.99105
0.83,0.94,0.10546
0.33,0.82,1.7009
0.46,0.15,0.24622
0.35,0.48,1.2881
0.08,0.09,0.55443
0.11,0.27,0.93674
0.77,0.32,-0.55099
0.92,0.71,0.21094
0.77,0.14,-0.72213
0.77,0.03,-1.0972
0.97,0.38,0.1702
0.27,0.87,1.8586
0.39,0.3,0.89067
0.64,0.67,-0.12949
0.62,0.75,0.021745
0.13,0.27,1.0321
0.31,0.6,1.4982
0.78,0.9,-0.066631
0.2,0.75,1.6976
0.75,0.35,-0.7353
0.68,0.68,-0.22172
0.26,0.49,1.4501
0.78,0.87,-0.059625
0.73,0.11,-0.8428
0.6,0.28,-0.25798
0.07,0.95,1.3082
0.91,0.43,-0.10671
0.86,0.17,-0.58692
0.05,0.53,0.95778
0.69,0.67,-0.3004
0.69,0.7,-0.2561
0.36,0.04,0.82428
0.17,0.98,1.9432
0.02,0.67,0.85068
0.9,0.76,0.044302
0.65,0.77,-0.18215
0.08,0.75,1.2099
0.82,0.32,-0.53203
0.97,0.62,0.43308
0.92,0.83,0.3584
0.99,0.89,0.84675
0.33,0.54,1.4414
0.87,0.37,-0.2908
0.58,0.91,0.39128
0.23,0.26,1.3136
0.52,0.74,0.68669
0.93,0.34,-0.11541
0.44,0.78,1.1057
0.63,0.78,-0.012875
0.27,0.18,1.1608
0.91,0.77,0.21205
0.91,0.08,-0.4554
0.52,0.59,0.49922
0.48,0.07,0.2121
0.57,0.83,0.41693
0.91,0.36,-0.075889
0.45,0.71,1.1417
0.98,0.17,0.066877
0.02,0.87,1.0135
0.13,0.02,0.60626
0.08,0,0.62442
0.7,0.29,-0.69905
0.88,0.85,0.22073
0.88,0.15,-0.5589
0.7,0.56,-0.37034
0.17,0.06,0.96724
0.5,0.99,0.95759
0.03,0.08,0.3535
0.96,0.08,-0.15544
0.87,0.25,-0.48164
0.47,0.84,1.0366
0.94,0.6,0.36998
0.01,0.17,0.27002
0.94,0.16,-0.24408
0.87,0.61,-0.14482
0.3,0.47,1.5028
0.46,0.27,0.51555
0.68,0.46,-0.50773
0.82,0.35,-0.60778
0.2,0.03,0.99785
0.22,0.44,1.446
0.1,0.85,1.4783
0.38,0.74,1.3841
0.04,0.82,0.99859
0.2,0.76,1.6715
0.23,0.88,1.8873
0.24,0.4,1.3639
0.39,0.7,1.3564
0.22,0.18,1.1713
0.34,0.17,1.0484
0.59,0.7,0.15234
0.28,0.42,1.417
0.96,0.15,-0.045036
0.4,0.99,1.6644
0.16,0.67,1.586
0.2,0.59,1.4662
0.85,0.44,-0.42223
0.96,0.24,-0.045458
0.24,0.41,1.3622
0.45,0.46,0.73183
0.55,0.56,0.23754
0.22,0.86,1.8355
0.34,0.01,0.97712
0.49,0.15,0.19163
0.65,0.62,-0.13961
0.05,0.62,0.93889
0.9,0.41,-0.22027
0.14,0.81,1.5045
0.27,0.34,1.2245
0.7,0.25,-0.64495
0.92,0.74,0.22114
0.11,0.94,1.5485
0.86,0.21,-0.56692
0.52,0.11,0.015393
1,0.09,0.065683
0.83,0.21,-0.68775
0.01,0.49,0.58157
0.85,0.05,-0.69072
0.8,0.42,-0.61188
0.45,0.19,0.43192
0.88,0.16,-0.53743
0.71,0.18,-0.80874
0.23,0.9,1.9388
0.44,0.22,0.57803
0.15,0.52,1.3042
0.52,0.45,0.22902
0.37,0.13,0.88999
0.73,0.24,-0.79126
0.96,0.55,0.2809
0.76,0.69,-0.29516
0.25,0.2,1.1974
0.68,0.91,0.020524
0.67,0.52,-0.42439
0.97,0.37,0.17109
0.46,0.6,0.73509
0.92,0.32,-0.072495
0.11,0.87,1.5083
0.33,0.37,1.2584
0.02,0.36,0.53531
0.48,0.72,0.82889
0.93,0.2,-0.27859
0.04,0.24,0.55723
0.28,0.03,0.99289
0.15,0.25,1.0742
0.36,0.74,1.3939
0.39,0.12,0.70963
0.28,0.67,1.6023
0.65,0.52,-0.27103
0.76,0.2,-0.7595
0.57,0.82,0.341
0.16,0.6,1.5408
0.67,0.71,-0.1842
0.56,0.33,-0.06315
0.1,0.29,0.80697
1,0.58,0.56252
0.78,0.24,-0.76083
0.79,0.3,-0.725
0.64,0.53,-0.28537
0.32,0.56,1.5904
0.66,0.76,-0.050359
0.58,0.72,0.29408
0.14,0.47,1.1729
0.18,0.04,0.95998
0.58,0.57,0.055986
