0.868,0.30562
0.394,1.5612
0.757,-0.069454
0.796,0.015435
0.295,1.941
0.267,2.0656
0.881,0.29628
0.802,0.0036616
0.244,2.0083
0.331,1.9632
0.378,1.6204
0.743,-0.034951
0.883,0.38215
0.456,1.2421
0.177,1.952
0.151,1.7402
0.938,0.63274
0.599,0.36367
0.486,1.1363
0.339,1.8934
0.006,1.0767
0.961,0.69877
0.342,1.7764
0.051,1.3351
0.292,1.9993
0.416,1.4958
0.388,1.5921
0.822,0.027979
0.859,0.27976
0.401,1.6166
0.362,1.7571
0.908,0.50886
0.327,1.9114
0.863,0.23815
0.078,1.4577
0.67,0.13458
0.107,1.6099
0.819,0.014939
0.36,1.8619
0.904,0.33186
0.648,0.18732
0.256,2.0045
0.199,1.8533
0.291,1.9897
0.488,1.0534
0.458,1.268
0.614,0.38081
0.925,0.4574
0.398,1.6459
0.224,1.9965
0.227,2.0588
0.048,1.3359
0.85,0.15581
0.857,0.18546
0.527,0.8025
0.998,1.0566
0.657,0.21596
0.697,0.11231
0.288,1.9008
0.798,0.12375
0.73,0.0081172
0.783,-0.040476
0.963,0.71217
0.074,1.5112
0.834,0.060123
0.012,1.1503
0.662,0.054839
0.48,1.1456
0.485,1.0926
0.74,-0.10091
0.576,0.48874
0.316,1.8872
0.102,1.5838
0.455,1.3726
0.53,0.78998
0.786,-0.028183
0.221,1.9048
0.814,0.03405
0.008,1.0296
0.952,0.59791
0.726,-0.084187
0.092,1.6642
0.323,1.8861
0.18,1.9425
0.568,0.58894
0.495,0.95861
0.059,1.4096
0.089,1.6878
0.153,1.8082
0.219,2.0473
0.625,0.3507
0.995,0.97254
0.832,0.037801
0.204,1.9631
0.272,1.9385
0.967,0.83337
0.041,1.3083
0.358,1.812
0.079,1.4878
0.246,2.0014
0.054,1.3777
0.129,1.6714
0.515,0.88907
0.619,0.33836
0.885,0.33268
0.617,0.3564
0.536,0.68058
0.189,1.914
0.801,0.12118
0.043,1.4036
0.209,1.9402
0.364,1.7411
0.276,1.9446
0.695,0.12517
0.616,0.34573
0.937,0.60105
0,1.0682
0.535,0.7818
0.567,0.64391
0.978,0.7688
0.497,0.95695
0.187,1.9501
0.032,1.1576
0.735,0.073808
0.061,1.3788
0.676,0.044481
0.109,1.62
0.638,0.23663
0.523,0.91118
0.709,0.063325
0.095,1.4932
0.425,1.438
0.806,0.01478
0.353,1.7513
0.605,0.36119
0.172,1.898
0.901,0.40778
0.791,-0.00846
0.274,2.0132
0.827,0.03022
0.375,1.6231
0.528,0.7561
0.015,1.0623
0.203,1.9386
0.373,1.7039
0.409,1.5176
0.818,0.031298
0.869,0.23704
0.028,1.2097
0.136,1.7371
0.031,1.1945
0.764,-0.01307
0.01,1.0974
0.77,-0.057862
0.369,1.7174
0.855,0.33093
0.108,1.6623
0.211,2.0162
0.091,1.5349
0.561,0.70858
0.13,1.7777
0.117,1.6959
0.779,0.01794
0.196,1.8224
0.217,2.0009
0.894,0.38415
0.333,1.8238
0.673,0.16647
0.419,1.4377
0.558,0.65949
0.475,1.1327
0.968,0.82001
0.575,0.50708
0.751,0.053586
0.79,0.10323
0.296,1.9996
0.214,1.9171
0.975,0.78132
0.17,1.9351
0.26,2.0505
0.156,1.8411
0.265,2.0765
0.755,-0.13052
0.887,0.28874
0.674,0.13032
0.3,1.9939
0.023,1.101
0.993,0.9596
0.703,-0.03929
0.249,1.9948
0.384,1.6835
0.329,1.8024
0.489,1.1158
0.121,1.7174
0.206,1.997
0.415,1.5315
0.476,1.1101
0.293,1.9293
0.871,0.17286
0.131,1.7448
0.062,1.3796
0.562,0.59568
0.007,0.97352
0.913,0.53989
0.262,2.044
0.318,1.89
0.667,0.18337
0.593,0.46667
0.839,0.14432
0.772,0.068122
0.453,1.3689
0.549,0.78487
0.753,-0.10367
0.691,0.16001
0.725,0.01483
0.325,1.9161
0.999,1.0144
0.57,0.61073
0.116,1.7325
0.053,1.3159
0.886,0.27306
0.642,0.31446
0.864,0.3523
0.524,0.77273
0.707,0.031429
0.133,1.819
0.464,1.2305
0.443,1.3035
0.598,0.44034
0.487,1.2212
0.022,1.1411
0.164,1.8112
0.557,0.58311
0.38,1.8372
0.572,0.56378
0.607,0.38311
0.31,1.9173
0.756,-0.037846
0.588,0.46437
0.645,0.26504
0.389,1.6789
0.734,-0.06551
0.448,1.2387
0.833,0.09687
0.78,0.010918
0.309,1.9398
0.179,1.9379
0.9,0.46923
0.601,0.40907
0.271,1.9817
0.427,1.3733
0.934,0.65918
0.763,0.026739
0.386,1.6602
0.903,0.47202
0.321,1.9898
0.135,1.6922
0.285,1.8471
0.854,0.33499
0.551,0.73991
0.984,0.8981
0.613,0.37694
0.745,-0.15611
0.821,0.11165
0.414,1.5448
0.55,0.68275
0.587,0.58464
0.835,0.085473
0.761,0.077657
0.33,1.8375
0.82,0.11067
0.768,-0.033123
0.125,1.6929
0.188,1.9389
0.424,1.4192
0.892,0.29706
0.433,1.4907
0.23,2.023
0.61,0.48631
0.525,0.87023
0.983,0.86211
0.98,0.89068
0.09,1.5038
0.532,0.81868
0.663,0.17757
0.891,0.28182
0.185,1.8387
0.781,0.0092583
0.628,0.18776
0.586,0.54191
0.971,0.76897
0.89,0.27463
0.457,1.2732
0.909,0.42558
0.958,0.66345
0.69,0.080852
0.988,0.89441
0.123,1.6673
0.811,0.047903
0.544,0.7209
0.437,1.4077
0.25,2.1141
0.082,1.5075
0.543,0.73115
0.003,0.95984
0.482,1.1483
0.005,1.0244
0.736,-0.069082
0.026,1.1197
0.45,1.3157
0.402,1.5716
0.824,0.10458
0.335,1.9332
0.943,0.57883
0.636,0.37717
0.198,2.0595
0.313,1.8408
0.537,0.77438
0.183,1.8965
0.407,1.6174
0.114,1.6103
0.632,0.2332
0.654,0.22622
0.004,0.99946
0.226,2.045
0.826,0.014255
0.404,1.506
0.462,1.184
0.992,0.84109
0.173,1.9213
0.921,0.4461
0.565,0.65486
0.679,0.027405
0.713,-0.050763
0.907,0.48711
0.426,1.492
0.15,1.7596
0.096,1.5789
0.508,0.93222
0.912,0.49985
0.491,1.0507
0.732,0.030063
0.591,0.35615
0.064,1.4847
0.144,1.8317
0.529,0.77922
0.014,1.1106
0.773,-0.11748
0.534,0.70349
0.92,0.55377
0.063,1.3015
0.733,0.036442
0.454,1.3167
0.775,0.019324
0.665,0.11721
0.441,1.316
0.081,1.4281
0.237,2.0791
0.259,2.0278
0.332,1.8401
0.11,1.6313
0.666,0.15512
0.608,0.34125
0.505,0.91687
0.372,1.7491
0.846,0.26208
0.047,1.3586
1,1.0059
0.522,0.86636
0.672,0.03237
0.675,0.052724
0.97,0.84551
0.872,0.30442
0.496,0.95543
0.533,0.71034
0.882,0.31764
0.977,0.87172
0.841,0.17422
0.438,1.4512
0.729,0.015377
0.715,0.085029
0.498,1.0353
0.181,1.8885
0.075,1.4542
0.594,0.39437
0.467,1.1305
0.248,1.9704
0.21,1.9769
0.436,1.3602
0.862,0.2289
0.503,0.93189
0.548,0.74292
0.656,0.25105
0.002,1.1301
0.812,0.016108
0.792,0.047671
0.583,0.46946
0.603,0.41265
0.473,1.2004
0.611,0.25109
0.739,-0.039281
0.182,1.849
0.142,1.7254
0.683,0.021452
0.629,0.22941
0.596,0.48343
0.99,0.88415
0.813,0.16466
0.63,0.20928
0.966,0.79068
0.016,1.0176
0.953,0.71597
0.981,0.86224
0.159,1.8694
0.297,1.9579
0.163,1.8482
0.684,0.08238
0.741,-0.08552
0.113,1.6908
0.717,-0.0027107
0.919,0.56081
0.804,0.037794
0.03,1.1878
0.86,0.10855
0.996,1.0323
0.578,0.65199
0.566,0.55206
0.942,0.68488
0.158,1.7775
0.24,1.9606
0.303,2.0148
0.759,0.030232
0.357,1.7682
0.991,0.97097
0.1,1.6159
0.19,1.795
0.716,0.034826
0.521,0.80073
0.56,0.63696
0.609,0.37616
0.273,1.8849
0.982,0.81733
0.582,0.51848
0.421,1.5463
0.317,1.8677
0.778,0.04114
0.939,0.61556
0.845,0.10693
0.127,1.7572
0.789,0.056335
0.036,1.2506
0.865,0.26212
0.207,1.971
0.356,1.8166
0.411,1.4745
0.509,0.97979
0.039,1.1832
0.651,0.16498
0.406,1.5415
0.708,-0.0068503
0.631,0.26395
0.418,1.5352
0.962,0.68532
0.49,1.1106
0.105,1.712
0.017,1.2169
0.623,0.34654
0.354,1.7755
0.58,0.54987
0.604,0.36561
0.254,1.9793
0.705,0.11744
0.936,0.67285
0.682,0.083895
0.459,1.358
0.742,0.1023
0.098,1.6157
0.511,0.93894
0.627,0.20924
0.094,1.5547
0.876,0.31481
0.268,1.9617
0.238,1.9952
0.22,2.0068
0.809,-0.012253
0.228,2.0334
0.641,0.18568
0.474,1.1158
0.964,0.68199
0.281,1.9889
0.927,0.52455
0.564,0.67867
0.915,0.53297
0.671,0.13588
0.311,1.9401
0.363,1.6696
0.104,1.6193
0.319,1.9212
0.556,0.66459
0.307,2.0132
0.184,1.8979
0.955,0.6867
0.393,1.6773
0.506,0.93565
0.071,1.4092
0.286,1.9587
0.842,0.18993
0.933,0.57083
0.143,1.8895
0.337,1.868
0.119,1.7383
0.606,0.36842
0.312,2.0413
0.139,1.7699
0.62,0.31448
0.451,1.2629
0.178,1.9104
0.956,0.71378
0.269,2.0199
0.277,2.0285
0.405,1.5533
0.034,1.2173
0.547,0.74631
0.96,0.76339
0.239,2.0239
0.351,1.8622
0.66,0.11542
0.585,0.47734
0.34,1.8592
0.552,0.68498
0.805,0.060938
0.923,0.57928
0.126,1.7079
0.723,0.022736
0.41,1.6412
0.639,0.22302
0.47,1.1938
0.46,1.2353
0.88,0.32319
0.504,0.84767
0.322,1.9237
0.706,0.049946
0.193,1.8914
0.519,0.98046
0.484,1.1268
0.895,0.47883
0.624,0.24639
0.687,0.10442
0.652,0.21868
0.75,0.065935
0.338,1.8745
0.052,1.2733
0.979,0.86423
0.05,1.3506
0.06,1.5127
0.302,1.9817
0.37,1.804
0.986,0.86189
0.469,1.2019
0.381,1.696
0.024,1.2498
0.466,1.1418
0.423,1.3684
0.083,1.5132
0.391,1.6385
0.345,1.926
0.945,0.60551
0.298,1.9396
0.985,0.97107
0.838,0.10571
0.324,1.8598
0.929,0.48355
0.749,-0.018847
0.825,0.22524
0.65,0.24772
0.383,1.5532
0.07,1.3558
0.366,1.7241
0.976,0.6758
0.712,0.10871
0.922,0.54389
0.111,1.6023
0.12,1.6435
0.769,0.005762
0.68,0.11751
0.166,1.8609
0.787,-0.030536
0.906,0.3957
0.069,1.4262
0.447,1.2999
0.042,1.1568
0.191,1.963
0.727,-0.026527
0.951,0.70934
0.065,1.4668
0.774,-0.058582
0.044,1.3133
0.242,2.0265
0.701,0.046009
0.28,1.9709
0.283,1.9504
0.563,0.55367
0.72,-0.042963
0.555,0.6305
0.571,0.64313
0.019,1.0361
0.377,1.7304
0.493,1.0729
0.258,2.0384
0.175,1.8868
0.95,0.60341
0.14,1.767
0.056,1.3612
0.088,1.5448
0.287,2.006
0.911,0.47915
0.64,0.31395
0.29,1.8289
0.134,1.7252
0.001,0.9283
0.009,1.0481
0.029,1.1605
0.514,0.9482
0.893,0.4335
0.538,0.8235
0.39,1.6378
0.554,0.68668
0.696,0.042049
0.305,2.021
0.626,0.28333
0.472,1.1277
0.766,0.048998
0.165,1.852
0.02,1.0935
0.573,0.64057
0.492,1.066
0.837,0.2047
0.422,1.3654
0.847,0.17223
0.569,0.45353
0.721,0.037643
0.762,-0.035642
0.899,0.40202
0.374,1.7067
0.192,2.0325
0.346,1.8618
0.972,0.9472
0.949,0.71618
0.546,0.69441
0.084,1.6537
0.93,0.59093
0.597,0.40197
0.633,0.29936
0.112,1.5991
0.343,1.8745
0.879,0.35597
0.499,1.0202
0.765,0.072378
0.344,1.9005
0.803,0.07464
0.275,2.0037
0.704,0.014534
0.463,1.2459
0.714,-0.033853
0.944,0.61834
0.897,0.32711
0.87,0.25456
0.314,2.021
0.8,-0.043955
0.758,0.04632
0.176,2.0019
0.973,0.75705
0.449,1.3974
0.91,0.47898
0.577,0.5622
0.141,1.7445
0.794,0.15398
0.941,0.64375
0.808,0.024812
0.848,0.25391
0.235,2.0015
0.146,1.7396
0.233,2.0394
0.232,1.8967
0.412,1.4912
0.093,1.4803
0.223,2.0367
0.186,1.8879
0.038,1.2912
0.84,0.14055
0.849,0.17507
0.685,0.064196
0.306,1.9699
0.395,1.6551
0.152,1.835
0.253,2.0091
0.445,1.3316
0.049,1.4228
0.428,1.4952
0.167,1.8532
0.644,0.18596
0.097,1.6861
0.057,1.4259
0.924,0.47822
0.241,1.9052
0.399,1.5724
0.888,0.34823
0.931,0.61388
0.918,0.42155
0.068,1.4246
0.027,1.1056
0.42,1.5299
0.957,0.69384
0.851,0.12056
0.959,0.74168
0.434,1.3972
0.149,1.8018
0.878,0.32331
0.194,1.8962
0.844,0.12783
0.843,0.13247
0.261,2.0084
0.076,1.4942
0.376,1.7484
0.618,0.35867
0.545,0.6975
0.44,1.3247
0.432,1.4147
0.517,0.83978
0.658,0.087824
0.559,0.65391
0.147,1.7945
0.32,1.8973
0.989,1.0071
0.349,1.8228
0.208,2.0151
0.413,1.6072
0.898,0.41399
0.494,1.0298
0.777,0.16374
0.653,0.084671
0.417,1.4481
0.468,1.1376
0.368,1.7598
0.692,0.035512
0.649,0.17752
0.218,2.0114
0.5,1.0735
0.045,1.3327
0.661,0.11593
0.35,1.7059
0.828,0.090278
0.205,1.9997
0.106,1.6049
0.046,1.2914
0.155,1.7047
0.197,1.9936
0.154,1.7758
0.446,1.3888
0.875,0.34087
0.161,1.8439
0.719,-0.028422
0.347,1.7943
0.43,1.4326
0.776,-0.0079297
0.747,-0.050449
0.592,0.42826
0.025,1.1064
0.896,0.43666
0.341,1.7968
0.817,-0.028222
0.539,0.71991
0.066,1.4107
0.836,0.063113
0.52,0.95517
0.132,1.7531
0.541,0.78049
0.137,1.7579
0.889,0.29114
0.099,1.6911
0.168,1.7511
0.664,0.20916
0.965,0.80412
0.403,1.5234
0.579,0.45937
0.728,0.050548
0.6,0.44389
0.969,0.75919
0.086,1.4064
0.744,0.035378
0.018,1.0795
0.655,0.34608
0.659,0.10097
0.752,-0.094562
0.702,0.029163
0.795,0.041812
0.748,-0.11365
0.397,1.584
0.793,0.06357
0.997,0.94278
0.371,1.8796
0.678,0.05262
0.635,0.18371
0.647,0.24033
0.266,2.0222
0.478,1.0879
0.926,0.55711
0.243,1.9426
0.213,1.9155
0.731,-0.0058573
0.033,1.2261
0.171,1.8082
0.245,2.0092
0.234,1.973
0.946,0.67486
0.304,2.0035
0.257,2.0058
0.688,0.033409
0.439,1.406
0.247,1.9655
0.115,1.6469
0.255,1.9616
